Temperature,Humidity,Occupancy,AC_Hours,Appliance_Hours,Day_Type,Electricity_Consumption
39.12,59.4,4,0.74,4.37,Weekday,125.72
31.58,24.95,2,0.07,9.82,Weekday,88.77
30.61,92.94,2,10.33,1.38,Weekday,151.51
19.29,47,1,6.68,3.68,Weekend,88.71
38.26,55.84,7,4.76,13.9,Weekend,190.61
23.14,46.65,5,14.6,15.2,Weekend,202.23
29.9,71.19,3,3.08,3.19,Weekday,128.4
23.53,69.67,3,6.23,5.33,Weekday,124.72
19.01,73.65,2,15.04,2.88,Weekday,136.71
33.89,40.11,4,6.83,9.23,Weekday,154.93
16.63,43.68,2,8.88,3.4,Weekday,104.27
37.46,29.39,1,1.29,9.31,Weekday,111.45
24.53,69.16,4,12.64,14.91,Weekday,176.97
15,22.98,3,6.76,13.98,Weekend,117.41
30.33,64.83,7,12.81,6.33,Weekend,214.8
16.41,85.23,5,4.06,13.8,Weekday,149.82
23.29,86.81,5,6.76,18.63,Weekday,188.67
36.21,53.68,1,12.58,7.6,Weekend,152.83
16.88,54.45,2,15.58,7.25,Weekday,141.71
40.18,25.77,1,0.95,11.86,Weekend,131.36
15.11,70.31,5,13,5.66,Weekday,164
22.4,81.59,3,4.81,13.38,Weekend,148.15
37.23,38.35,5,8.81,16.81,Weekend,197.26
24.49,51.6,4,4.64,9.73,Weekday,128.88
18.06,82.91,7,9.82,13.91,Weekday,188.41
25.81,85.78,7,5.66,13.39,Weekday,179.52
23.11,38.24,6,5.34,1.73,Weekend,138.13
40.28,61.29,5,0.61,4.48,Weekday,143.79
24.4,34.44,5,2.35,17.98,Weekday,136.61
38.67,27.64,7,14.67,18.84,Weekday,246.45
41.76,88.33,6,15.97,15.83,Weekend,271.39
28.01,81.54,4,12.49,18.5,Weekend,219.36
42.3,77,2,4.59,6.82,Weekday,156.27
26.32,23.66,5,6.44,5.71,Weekday,141.5
43.92,83.28,7,11.83,8.3,Weekday,222.26
17.68,52.85,1,15.5,2.05,Weekday,124.55
35.61,45.68,5,7.29,16.39,Weekday,185.3
29.81,60.99,1,13.27,19.7,Weekday,187.77
26.63,26.85,4,15.6,16.66,Weekend,195.04
33.98,76.75,5,13.98,11.54,Weekday,210.02
36.12,63.68,7,3.63,6.61,Weekend,180.49
15.13,33.99,4,0.13,4.76,Weekday,81.57
20.01,34.12,4,7.87,7.92,Weekday,133.77
36.39,33.82,2,8.5,13.67,Weekday,153.76
34.99,24.28,5,3.22,9.49,Weekday,143.08
43.98,64.08,1,4.55,18.75,Weekday,164.38
37.83,83.03,1,12.24,17.23,Weekend,198.99
43.52,21.31,5,7.53,2.95,Weekday,161.62
36.08,23.68,6,5.08,3.5,Weekday,146.04
23.94,62.96,2,9.96,13.85,Weekend,159.28
18.16,81.46,2,10.44,5.38,Weekday,148.75
38.45,44.51,2,12.31,16.03,Weekday,193.9
34.32,46.22,1,2.51,12.24,Weekday,107.61
16.45,64.73,4,11.86,5.37,Weekend,154.03
25.8,40.57,7,9.59,10.1,Weekend,180.86
43.7,22,6,0.92,8.72,Weekday,149.06
30.01,75.14,2,12.44,17.59,Weekday,192.87
27.98,66.92,1,6.13,1.61,Weekend,115.19
28.73,63.56,1,5.29,18.02,Weekend,167.11
21.27,75.63,4,7.17,13.39,Weekday,153.77
26.06,70.64,5,5.54,15.01,Weekend,169.25
26.09,35.44,5,5.41,1.05,Weekday,133.85
16.57,46.44,7,12.93,12.94,Weekday,186.58
38.03,29.46,7,1.99,12.18,Weekday,160.59
27.5,29.74,2,15.53,11.21,Weekday,161.91
39.67,70.71,7,8.88,15.93,Weekday,220.99
40.51,84.4,2,2.93,11.56,Weekend,163.1
21.36,92.2,6,2.1,17.28,Weekday,171.76
34.72,67.13,7,9.46,5.42,Weekday,199.56
29.17,33.81,4,10.13,16.31,Weekday,180.66
41.4,27.92,2,0.85,4.41,Weekend,126.19
21.47,80.96,4,3.89,16.45,Weekend,158.59
35.33,63.41,1,12.73,18.87,Weekday,182.18
33.23,66.37,2,0.79,7.38,Weekday,113.77
23.86,78.61,1,13.68,11.07,Weekday,156.32
19.1,72.75,3,10.53,13.51,Weekday,167.4
34.55,82.58,4,6.95,2.51,Weekday,148.13
37.16,24.22,3,5.54,10.39,Weekday,138.46
24.47,76.06,2,0.31,7.85,Weekend,107.88
34.34,83.81,1,13.2,17.58,Weekday,208.48
26.85,41.46,2,2.28,17.66,Weekday,131.78
36.4,68.03,3,4.95,14.31,Weekday,172.04
20.98,43.56,2,9.11,13.46,Weekday,128.56
41.71,91.85,6,3.94,14.94,Weekday,206.56
23.62,22.51,5,7.95,7.95,Weekday,133.68
26.03,63.48,3,12.95,8.69,Weekend,178.13
16.74,32.49,2,7.53,11.52,Weekday,102.54
18.35,73.42,1,15.18,18.82,Weekday,170.07
30.48,33.19,2,13.56,14.76,Weekday,157.87
23.03,37.65,1,5.33,11.47,Weekend,107.88
40.06,57.08,5,6.4,15.64,Weekday,181.04
15.44,88.61,2,6.77,8.05,Weekend,128.77
26.37,35.88,7,10.02,14.88,Weekday,192.81
25.12,30.82,7,4.59,8.8,Weekday,146.74
15.58,76.92,5,15.51,6.31,Weekend,180.73
18.73,57.55,3,9.74,12.58,Weekday,139.84
27.41,88.38,1,6.39,14.05,Weekday,146.1
29.79,31,7,10.32,9.73,Weekday,186.13
27.13,68.44,6,6.33,11.74,Weekend,194.92
30.93,37.47,3,13.08,14.19,Weekday,194.07
32.85,31.76,1,9.09,15.59,Weekday,159.36
15.3,71.26,5,0.67,18.02,Weekday,133.91
28.92,64.53,7,2.83,7.74,Weekday,160.53
43.9,76.61,4,13.84,19.08,Weekday,248.19
30.57,43.21,2,9.01,13.11,Weekday,155.66
35.33,53.6,5,15.21,15.97,Weekday,226.01
24.36,50.41,1,1.16,14.3,Weekday,99.02
38.22,93.81,1,4.72,4.91,Weekday,131.49
38.19,41.92,1,3.1,2.36,Weekday,107.58
30.64,42.11,1,8.86,14.8,Weekday,127.3
44.28,46.59,2,6.12,10.71,Weekend,165.57
18.77,62.34,3,2.52,14.34,Weekend,122.42
15.51,38.92,6,10.28,10.06,Weekday,163.03
38.1,88.65,4,8.58,6.93,Weekend,195.84
39.21,39.93,2,4.4,6.42,Weekend,158.03
18.61,87.19,1,7.68,14.88,Weekday,139.56
22.97,27.76,2,11.93,6.26,Weekday,134.35
15.53,69.24,5,3.28,14.58,Weekday,131.04
23.8,88.02,6,4.69,8.3,Weekend,153.19
38.19,32.66,1,5.54,15.65,Weekday,153.2
30.54,92.62,4,11.95,3.71,Weekday,176.47
25.44,53.97,1,13.55,4.89,Weekday,145.13
26.15,90.93,6,6.02,14.03,Weekend,185.47
15.04,70.76,4,4.75,11.64,Weekday,127.63
23.99,42.62,6,14.23,4.87,Weekend,185.49
34.39,34.12,4,15.99,18.15,Weekend,224.41
44.23,42.78,3,10.73,6.24,Weekday,185.97
40.41,26.98,7,15.84,9,Weekday,218.06
15.71,30.79,3,10.56,4.84,Weekday,124.37
41.96,27.85,2,11.74,8.37,Weekend,165.8
38.5,51.72,2,6.22,10.34,Weekend,162.15
38.41,79.67,4,6.93,6.61,Weekend,178.32
28.74,30.6,1,2.31,15.61,Weekday,113.03
26.94,29.77,7,13.16,8.48,Weekday,191.03
24.09,68.26,5,14.9,14.86,Weekday,204.66
16.97,34.79,5,9.98,4.93,Weekday,145.46
21.85,27.32,1,5.5,8.16,Weekend,111.24
22.4,32.51,1,2.46,1.15,Weekday,78.78
29.52,89.28,3,4.24,15.41,Weekday,146.16
37.42,81.61,5,4.09,12.89,Weekday,183.21
29.21,46.55,4,9.82,16.54,Weekday,159.93
16.74,69.19,6,15.12,9.66,Weekday,171.12
43.73,60.3,2,0.77,16.2,Weekday,160.91
43.28,70.78,6,0.02,13.3,Weekend,169.91
38.56,71.2,3,9.6,1.07,Weekday,158.89
44.74,67.16,5,4.54,5.82,Weekday,185.17
31.33,39.96,7,14.09,10.38,Weekday,215.3
43.88,22.93,1,5.24,12.76,Weekend,153.45
17.27,54.17,7,4.64,2.25,Weekday,128.7
25.97,86.82,7,4.31,14.4,Weekend,185.88
21.76,62.71,5,2.32,11.33,Weekday,128.33
20.87,82.43,4,9.3,10.99,Weekday,156.51
19.22,94.37,3,2.69,6.55,Weekday,114.13
33.67,32.27,1,6.79,12.3,Weekday,137.79
38.44,71.88,6,7.38,1.52,Weekend,179.03
32.35,70.57,4,0.33,2.23,Weekday,99.89
19.41,93.5,6,0.27,14.94,Weekday,157.59
39.33,93.92,2,8.32,7.12,Weekday,175.59
34.08,71.5,3,11.14,7.59,Weekend,176.98
26.64,38.27,4,15.07,4.96,Weekend,182.93
35.22,79.89,4,2.87,9.47,Weekday,150.23
22.8,28.03,6,1.65,1.99,Weekday,111.79
25.36,78.55,1,0.83,6.71,Weekend,85.33
42.52,88.26,2,6.98,11.02,Weekend,181.71
23.72,48.71,6,9.97,9.85,Weekday,169.58
29.1,67.3,4,13.45,19.99,Weekday,210.82
41.7,52.26,3,10.92,8.39,Weekend,201.03
36.23,52.83,4,3.33,8.35,Weekday,146.3
16.87,43.28,5,7.39,10.57,Weekday,136.18
19.42,77.16,3,14.57,4.62,Weekend,159.23
15.24,90.21,3,5.23,17.65,Weekday,129.51
33.93,90.56,4,7.98,11.87,Weekend,190.5
28.43,33.11,1,15.34,4.65,Weekday,152.63
19.03,85.61,3,11.76,16.08,Weekend,177.72
43.74,75.31,5,11.96,1.65,Weekday,206.15
30.89,38.96,6,4.04,19.67,Weekend,189.16
22.26,25.05,1,6.64,17.44,Weekday,124.36
30.02,40.1,1,1.32,12.01,Weekday,111.1
35.39,88.42,1,9.7,3.11,Weekday,166.13
17.29,67.49,3,1.66,5.09,Weekend,92.45
23.24,74.08,1,13.37,6.31,Weekday,152.31
39.21,39.29,4,13.03,5.58,Weekday,185.98
28.79,73.95,1,8.54,10.45,Weekday,151.79
31.4,22.11,5,2.26,18.95,Weekday,148.65
27.98,48.15,2,0.41,9.44,Weekday,105.03
16.32,67.01,5,12.75,13.57,Weekend,176.25
19.97,30.96,3,9.6,14.08,Weekday,129.29
28.37,81.73,1,11.37,17.56,Weekday,184.63
21.28,37.63,1,4.86,1.64,Weekend,84.6
16.5,68.92,4,8.15,8.68,Weekday,131.42
40.31,50.39,6,11.95,15.91,Weekday,219.86
44.44,64.7,1,7.4,16.48,Weekday,191.56
38.79,28.06,7,9.62,18.62,Weekday,228.99
40.61,21.27,5,12.64,14.35,Weekday,206.18
22.26,88.22,3,3.44,5.66,Weekday,125.37
43.82,40.22,2,1.05,10.61,Weekend,131.42
20.91,81.48,1,8.51,1.61,Weekday,116.11
43.54,94.95,2,0.99,13.29,Weekday,153.13
44.84,35.86,1,12.26,11.53,Weekend,188.53
36.35,39.89,3,11.51,13.67,Weekday,172.27
44.43,69.71,6,14.11,18.67,Weekend,253.7
32.09,92.41,5,10.23,14.06,Weekday,203.91
22.79,88.69,3,1.08,7.09,Weekday,113.42
28.11,57.72,2,4.05,4.78,Weekday,100.94
32.81,79.63,1,12.93,17.24,Weekday,179.26
17.19,30.18,2,2.67,4.69,Weekday,81.74
33.67,93.31,5,11.18,4.07,Weekday,190.29
44.44,92.33,7,12.48,4.93,Weekday,235.94
20.7,32.28,3,5.28,10.67,Weekday,119.71
38.78,42.46,2,5.16,3.36,Weekday,120.71
42.24,27.51,2,8.92,18.82,Weekday,179.02
43.31,40.38,5,13.78,19.36,Weekday,238.92
43.8,81.2,7,3.58,19.5,Weekday,210.22
30.64,48.37,1,15.06,1.74,Weekday,140.27
44.32,26.63,7,9.59,18.98,Weekday,226.23
37.72,45.67,2,15.87,19.95,Weekday,215.09
19.85,93.6,5,1.43,18.91,Weekday,137.11
29.31,67.23,1,2.02,13.75,Weekday,118.34
36.55,51.21,7,13.23,14.32,Weekend,237.33
22.42,32.49,7,13.84,3.32,Weekday,181.4
34.22,93.96,7,7.13,17.61,Weekday,208.57
35,81.56,6,11.43,2.13,Weekend,199.55
19.88,41.11,1,13.88,7.04,Weekend,147.01
31.95,25.26,7,0.69,19.83,Weekend,177.68
38.15,24.25,6,9.18,9.02,Weekday,181.82
29.97,29.03,3,13.66,3.49,Weekday,136.7
15.36,63.56,5,6.37,19.42,Weekend,164.78
15.27,89.66,7,4.84,19.7,Weekend,193.12
25.71,57.26,1,12.73,4.55,Weekday,145.36
42.79,83.22,6,5.37,17.43,Weekday,218.54
21.86,53.44,6,0.05,8.42,Weekend,128.48
34.03,73.14,3,15.35,8.25,Weekday,201.6
21.66,74.89,4,9.47,5.99,Weekday,151.7
24.65,33.05,5,13.11,1.85,Weekday,143.39
40.44,47.09,4,13.2,6.09,Weekday,198.88
36.87,67.8,1,1.06,2.02,Weekday,97.04
17.86,25.3,5,2.73,18.56,Weekday,133.42
27.86,47.12,3,4.98,13.57,Weekend,151.46
15.88,60.11,1,5.13,17.85,Weekday,110.97
29.43,94.72,5,10.54,14.63,Weekday,193.11
34.87,55.59,5,9.97,3.49,Weekend,180.82
18.56,81.2,4,7.91,18.87,Weekday,157.98
23.67,52.41,1,3.38,18.1,Weekday,119.81
26.94,79.73,3,6.11,7.61,Weekday,149.68
42.59,64.66,3,8.7,3.12,Weekday,179.06
44.8,86.49,1,7.49,14.38,Weekday,165.66
16.35,50.82,1,2.04,14.84,Weekday,92.73
37.83,65.32,6,10.39,18.04,Weekend,237.3
26.15,67.25,2,1.17,2,Weekend,94.72
26.77,51.3,4,6.05,3.69,Weekday,137.27
37.63,30.82,1,11.36,12.37,Weekday,170.24
42.55,27.02,1,0.32,12.76,Weekday,117.33
43.53,21.25,2,9.12,1.64,Weekday,148.8
32.31,85.52,2,5.35,8.54,Weekday,146.61
25.71,37.74,5,0.14,12.1,Weekend,137.14
38.63,35.86,7,3.05,15.02,Weekday,170.04
22.53,75.2,3,15.06,7.01,Weekday,180.62
31.92,44,4,8.34,10.19,Weekday,168.11
25.76,57.95,5,15.96,16.47,Weekday,202.73
34.7,32.19,1,8.4,19.12,Weekend,163.95
22.21,91.98,2,8.7,5.38,Weekend,146.27
20.75,83.87,6,6.27,5.81,Weekday,142.88
42.55,84.78,3,4.96,18.86,Weekday,182.43
18.05,50.51,5,4.02,8.52,Weekend,129.66
30.18,77.18,6,5.49,14.65,Weekend,183.94
21.63,30.79,3,7.36,12.63,Weekend,140.07
16.17,20.65,7,3.07,6.43,Weekday,125.84
16.08,21.5,7,3.6,13.42,Weekday,139.28
20.26,64,6,4.34,13.46,Weekday,152.73
41,54.15,2,7.19,12.26,Weekday,171.98
23.47,58.85,5,10.45,2.89,Weekend,157.44
43.51,20.56,5,13.7,19.91,Weekday,223.97
32.45,51.7,7,4.59,8.61,Weekday,178.77
28.1,73.86,3,2.94,13.13,Weekday,119.49
32.4,53.2,6,6.06,17.83,Weekend,194.3
30.5,74.92,2,14.31,9.04,Weekday,174.76
37.76,37.48,1,0.16,15.7,Weekday,115.09
23.47,80.99,5,10.85,19.46,Weekday,200.57
25.59,64.13,1,7.63,7.82,Weekday,128.54
41.82,35.81,2,2.58,8.7,Weekday,126.13
43.39,37.75,7,5.14,18.21,Weekday,197.43
41.78,67.1,5,3.6,4.03,Weekend,154.95
27.58,82.25,5,14.05,1.54,Weekday,195.43
38.41,51.17,6,7.71,18.27,Weekday,222.77
29.29,39.37,1,9.01,16.61,Weekend,154.86
29.93,85.03,7,9.5,19.48,Weekend,215
21.14,70.2,6,10.23,2.11,Weekday,156.64
32.73,53.61,4,7.93,3.97,Weekday,133.81
20.58,56.59,1,0.29,3,Weekday,72.44
24.95,35.32,1,5.36,13.98,Weekday,110.41
40.65,67.01,4,2.94,12.51,Weekend,161.36
21.21,46.91,2,10.88,7.83,Weekend,147.27
17.13,94.67,2,0.91,2.09,Weekday,82.69
17.07,56.01,5,9.02,13.15,Weekday,163.99
43.22,56.44,3,3.37,11.83,Weekday,169.59
30.21,62.44,6,15.18,3.15,Weekday,195.63
27.28,88.76,3,5.37,18.27,Weekday,164.05
39.33,80.06,5,5.2,4.78,Weekday,177.2
40.07,53.83,3,14.77,15.13,Weekday,207.74
24.97,73.9,1,6.68,17.82,Weekday,153.59
35.81,63.97,1,15.41,12.01,Weekday,171.21
38.13,56.93,4,0.39,5.69,Weekday,129.14
34.64,34.42,4,4.9,6.88,Weekday,143.36
19.55,54.8,5,10.66,17.83,Weekend,174.17
41.28,38.44,5,14.25,6.67,Weekday,207.59
31.17,88.61,7,4.1,15.18,Weekday,191.92
23.47,45.16,5,14.89,19.81,Weekday,200.53
27.76,91.42,1,9.51,20,Weekday,165.99
16.13,59.98,3,12.82,11.14,Weekday,146.22
18.84,67.37,6,6.36,16.7,Weekday,154.93
37.97,60.72,7,3.39,19.81,Weekday,214.31
15,29.7,7,14.58,8.12,Weekday,173.7
27.5,48.19,7,14.93,5.8,Weekday,189.06
30.68,27.44,5,7.96,3.17,Weekday,145.27
16.64,66.72,5,0.1,3.68,Weekend,105.44
44.19,53.52,1,1.76,17.22,Weekday,142.84
21.78,78.35,6,9.17,12.19,Weekday,175.86
24.13,36.54,1,0.38,17.6,Weekday,113.25
24.12,32.34,6,6.35,16,Weekday,155.55
21.91,50.47,1,4.85,13.8,Weekday,110.14
15.04,89.49,3,11.43,12.58,Weekday,140.99
36.88,73.28,5,0.89,1.92,Weekend,156.18
44.01,51.42,2,7.82,17.57,Weekday,189.75
21.73,58.8,2,9.27,8.94,Weekday,133.72
34.89,26.32,5,9.88,11.64,Weekday,175
37.26,93.84,7,6.48,1.42,Weekday,177.36
40.45,69.98,5,4.87,18.79,Weekday,194.9
27.68,41.41,5,10.92,18.15,Weekend,200.29
24.09,63.94,5,13.56,11.32,Weekday,179.96
24.76,28.21,7,11.1,11.97,Weekend,186.6
36.38,92.44,6,14.91,14.4,Weekday,246.85
39.5,33.11,3,11.48,6.03,Weekend,187.82
20.45,68.6,2,12.23,5.22,Weekend,149.26
26.13,38.41,4,2.69,13.81,Weekend,132.72
42.06,73.82,2,6.71,2.98,Weekend,154.38
39.2,78.26,2,7.76,9.63,Weekday,169.44
44.55,70.51,7,4.1,10.36,Weekday,196.25
37.63,66.09,1,8.46,8.25,Weekday,157.45
26.8,86.94,5,4.65,4.52,Weekday,139.35
32.72,25.9,5,11,7.75,Weekend,191.12
34.83,44.82,5,7.52,7.41,Weekday,165.61
17.35,38.62,1,7.34,10.49,Weekday,101.88
31.33,94.1,7,15.74,13.82,Weekday,246.59
36.28,49.2,3,6.28,19.4,Weekend,172.16
20.02,74.95,3,5.8,3.74,Weekend,123.01
38.42,71.35,7,5.1,17.59,Weekday,219.4
32.51,35.91,4,14.32,6.4,Weekday,170.06
43.57,37.92,3,7.95,12.24,Weekday,186.01
16.27,41.1,7,9.6,11.39,Weekday,155.55
22.96,50.83,3,2.89,11.58,Weekday,125.64
33.05,37.57,5,8.66,14.74,Weekday,174.57
23.9,21.47,6,4.39,8.25,Weekday,144.92
36.43,85.95,7,11.69,7.06,Weekday,210.9
37.77,92.42,2,13.32,17.2,Weekday,206.65
18.08,45.62,3,11.44,5.18,Weekend,130.58
30.42,45.39,3,11.68,4.42,Weekend,140.38
30.27,20.53,1,8.2,1.3,Weekday,99.25
26.08,71.02,4,11.39,5,Weekend,154.05
42.99,81.91,6,6.76,10.85,Weekday,187.92
39.83,31,1,10.42,11.23,Weekday,162.95
35.92,31.97,5,4.14,5.83,Weekday,157.93
36.43,79.26,2,1.12,2.37,Weekend,134.97
28.85,66.22,4,6.62,15.15,Weekday,157.59
42.63,23.36,1,7.39,15.4,Weekday,158
35.84,66.69,7,4.1,19.96,Weekday,212.2
36.87,43.17,3,11.64,18.1,Weekend,190.04
40.85,47.65,3,1.18,18.6,Weekend,172.66
23.22,77.73,4,3.56,16.17,Weekday,158.48
39.21,80.82,3,11.98,12.69,Weekend,190.08
20.86,50.03,7,6.99,3.44,Weekday,128.75
25.36,91.04,1,11.28,12.82,Weekend,161.75
25.07,50.48,1,9.08,2.06,Weekend,126.17
44.36,77.89,3,15.21,17.82,Weekday,222.71
40.7,56.29,3,9.56,10.15,Weekend,168.22
36.04,87.31,5,0.24,14.25,Weekday,164
36.81,88.08,2,5.65,1.99,Weekend,148.54
31.86,26.56,4,2.29,11.15,Weekend,131.71
43.41,90.24,1,14.79,6.72,Weekday,189.79
29.89,81.92,4,1.66,6.41,Weekday,136.99
26.42,79.35,5,6.2,8.4,Weekday,150.8
19.89,35.07,1,3.62,1.01,Weekend,71.47
38.59,80.38,5,13.55,9.87,Weekend,223.46
37.03,83.76,5,4.94,10.24,Weekday,179.66
26.53,41.69,6,15.87,17.4,Weekday,216.16
15.76,91.42,3,0.62,9.52,Weekday,115.39
40.17,23.74,7,2.05,7.91,Weekday,168.06
15.34,31.24,6,3.59,19.9,Weekday,142.14
36.11,60.32,4,12.98,11.85,Weekday,189.25
44.11,63.18,7,14.06,9.98,Weekday,247.49
28.13,68.39,4,1.14,10.42,Weekday,139.44
22.05,21.27,3,0.52,16.37,Weekday,107.64
36.15,92.03,7,11.91,7.47,Weekend,225.93
39.51,23.34,6,2.13,8.39,Weekday,159.81
31.39,30.73,4,2.13,15.36,Weekday,153.92
44.01,21.05,6,0.36,2.39,Weekday,147.49
16.55,62.51,3,0.8,17.44,Weekday,118.05
30.14,89.92,7,4.22,9.17,Weekday,183.84
36.55,69.95,7,1.04,12.04,Weekday,183.17
40.88,81.7,1,5.9,15.39,Weekday,168.68
20.38,21,5,13.32,6.05,Weekend,168.6
39,60.65,5,5.22,17.92,Weekday,185.9
31.58,54.47,6,11.65,19.61,Weekday,225
26.9,57.42,7,1.5,10.39,Weekday,145.92
18.95,25.42,4,10.55,18.8,Weekday,154.51
40.96,71.33,6,5.07,1.02,Weekend,172.15
19.72,57.74,6,12,17.99,Weekend,188.64
24.29,77.39,2,2.18,6.91,Weekday,103.18
23.7,56.4,7,14.37,6.92,Weekday,198.48
41.14,31.2,5,3.88,5.33,Weekend,159.84
